Airline,Airline Delay,Air System Delay,Air Time,Arrival Delay,Arrival Time,Cancellation Reason,Cancelled,DAY,Day Of Week,Departure Delay,Departure Time,Destination Airport,Distance,Diverted,Elapsed Time,Flight Number,Late Aircraft Delay,Month,Number of Records,Origin Airport,Scheduled Arrival,Scheduled Departure,Scheduled Time,Security Delay,Tail Number,Taxi In,Taxi Out,Weather Delay,Wheels Off,Wheels On,Year
AS,23,0,141,23,1315,,0,1/1/1900,4,29,1139,JNU,909,0,156,75,0,1/1/1900,1,SEA,1252,1110,162,0,N708AS,3,12,0,1151,1312,2015
AS,19,10,322,29,1118,,0,1/1/1900,4,19,0739,OGG,2349,0,339,865,0,1/1/1900,1,OAK,1049,0720,329,0,N516AS,3,14,0,0753,1115,2015
AS,0,0,75,50,0833,,0,1/1/1900,4,67,0747,SJC,584,0,106,709,0,1/1/1900,1,SLC,0743,0640,123,0,N769AS,3,28,50,0815,0830,2015
AS,0,12,137,20,1146,,0,1/1/1900,4,8,0853,SAN,1050,0,173,246,0,1/1/1900,1,SEA,1126,0845,161,0,N530AS,3,33,8,0926,1143,2015
AS,0,0,132,120,1130,,0,1/1/1900,4,124,0904,SEA,937,0,146,531,0,1/1/1900,1,BUR,0930,0700,150,0,N529AS,4,10,120,0914,1126,2015
AS,0,2,70,93,1747,,0,1/1/1900,4,91,1621,PSP,421,0,86,306,91,1/1/1900,1,SFO,1614,1450,84,0,N795AS,4,12,0,1633,1743,2015
AS,0,24,362,24,1121,,0,1/1/1900,4,-4,0656,OGG,2541,0,385,847,0,1/1/1900,1,SAN,1057,0700,357,0,N558AS,4,19,0,0715,1117,2015
AS,29,0,342,29,1349,,0,1/1/1900,4,37,0942,OGG,2640,0,367,861,0,1/1/1900,1,SEA,1320,0905,375,0,N583AS,4,21,0,1003,1345,2015
AS,0,0,321,16,1746,,0,1/1/1900,4,17,0857,FLL,2717,0,349,38,0,1/1/1900,1,SEA,1730,0840,350,0,N562AS,4,24,16,0921,1742,2015
AS,28,4,179,32,1605,,0,1/1/1900,4,28,1038,MCI,1489,0,207,752,0,1/1/1900,1,SEA,1533,1010,203,0,N609AS,4,24,0,1102,1601,2015
AS,0,14,140,96,1710,,0,1/1/1900,4,82,1422,SEA,954,0,168,465,82,1/1/1900,1,LAX,1534,1300,154,0,N553AS,5,23,0,1445,1705,2015
AS,0,19,153,19,1419,,0,1/1/1900,4,3,1203,SEA,1107,0,196,643,0,1/1/1900,1,PHX,1400,1200,180,0,N409AS,5,38,0,1241,1414,2015
AS,0,30,91,30,0955,,0,1/1/1900,4,-12,0723,ANC,571,0,152,73,0,1/1/1900,1,JNU,0925,0735,110,0,N799AS,5,56,0,0819,0950,2015
AS,64,0,121,64,1848,,0,1/1/1900,4,68,1633,ONT,956,0,135,538,0,1/1/1900,1,SEA,1744,1525,139,0,N431AS,5,9,0,1642,1843,2015
AS,1,0,138,15,1851,,0,1/1/1900,4,22,1517,PHX,1107,0,154,650,14,1/1/1900,1,SEA,1836,1455,161,0,N409AS,6,10,0,1527,1845,2015
AS,0,1,278,18,1925,,0,1/1/1900,4,17,1217,SMF,2404,0,308,818,17,1/1/1900,1,OGG,1907,1200,307,0,N558AS,6,24,0,1241,1919,2015
AS,52,0,199,52,1819,,0,1/1/1900,4,62,1242,STL,1709,0,217,748,0,1/1/1900,1,SEA,1727,1140,227,0,N303AS,7,11,0,1253,1812,2015
AS,96,0,93,96,1535,,0,1/1/1900,4,108,1343,SFO,679,0,112,306,0,1/1/1900,1,SEA,1359,1155,124,0,N795AS,7,12,0,1355,1528,2015
AS,113,0,126,113,1534,,0,1/1/1900,4,123,1313,LAX,954,0,141,452,0,1/1/1900,1,SEA,1341,1110,151,0,N435AS,7,8,0,1321,1527,2015
AS,0,24,148,24,1130,,0,1/1/1900,4,2,0737,DEN,1024,0,173,676,0,1/1/1900,1,SEA,1106,0735,151,0,N607AS,9,16,0,0753,1121,2015
B6,58,4,68,66,1904,,0,1/1/1900,4,62,1731,BUF,301,0,93,2302,4,1/1/1900,1,JFK,1758,1629,89,0,N304JB,1,24,0,1755,1903,2015
B6,1,14,225,15,0907,,0,1/1/1900,4,1,0601,JFK,1576,0,246,838,0,1/1/1900,1,BQN,0852,0600,232,0,N715JB,10,11,0,0612,0857,2015
B6,6,17,322,23,2053,,0,1/1/1900,4,6,1206,JFK,2586,0,347,416,0,1/1/1900,1,SFO,2030,1200,330,0,N944JB,10,15,0,1221,2043,2015
B6,4,6,298,18,1911,,0,1/1/1900,4,12,1547,ORD,2072,0,324,866,8,1/1/1900,1,SJU,1853,1535,318,0,N603JB,10,16,0,1603,1901,2015
B6,5,13,143,18,1749,,0,1/1/1900,4,5,1445,JFK,1069,0,184,1902,0,1/1/1900,1,FLL,1731,1440,171,0,N593JB,10,31,0,1516,1739,2015
B6,21,0,152,96,1308,,0,1/1/1900,4,113,1013,MCO,1050,0,175,337,75,1/1/1900,1,BDL,1132,0820,192,0,N646JB,11,12,0,1025,1257,2015
B6,10,7,146,17,0900,,0,1/1/1900,4,10,0610,JFK,1069,0,170,1502,0,1/1/1900,1,FLL,0843,0600,163,0,N535JB,11,13,0,0623,0849,2015
B6,0,20,160,20,0520,,0,1/1/1900,4,-3,0304,MCO,1129,0,196,1030,0,1/1/1900,1,BQN,0500,0307,173,0,N239JB,11,25,0,0329,0509,2015
B6,0,22,251,22,1916,,0,1/1/1900,4,-7,1540,JFK,1598,0,276,1304,0,1/1/1900,1,SJU,1854,1547,247,0,N598JB,12,13,0,1553,1904,2015
B6,0,18,403,18,2103,,0,1/1/1900,4,0,1653,SFO,2704,0,430,633,0,1/1/1900,1,BOS,2045,1653,412,0,N828JB,13,14,0,1707,2050,2015
B6,13,0,142,73,1635,,0,1/1/1900,4,74,1344,MCO,937,0,171,127,60,1/1/1900,1,EWR,1522,1230,172,0,N503JB,14,15,0,1359,1621,2015
B6,8,9,143,17,1745,,0,1/1/1900,4,8,1437,MCO,944,0,188,1883,0,1/1/1900,1,JFK,1728,1429,179,0,N585JB,15,30,0,1507,1730,2015
B6,15,11,180,99,1518,,0,1/1/1900,4,88,1147,MCO,1121,0,211,251,73,1/1/1900,1,BOS,1339,1019,200,0,N709JB,16,15,0,1202,1502,2015
B6,7,8,149,15,1850,,0,1/1/1900,4,7,1536,MCO,944,0,194,83,0,1/1/1900,1,JFK,1835,1529,186,0,N763JB,18,27,0,1603,1832,2015
B6,0,19,299,19,2239,,0,1/1/1900,4,-7,1403,JFK,2475,0,336,424,0,1/1/1900,1,LAX,2220,1410,310,0,N935JB,19,18,0,1421,2220,2015
